Escenario,Falla,Generador,barra,tipo,Cvar,Pmin,Pmax,Pmax_eff,PG_0,RES_UP,PG_S,DPG
m2-d19-h18,multiple Wind zona norte sic,San_Isidro_Diesel,Quillota,diesel,153.1079337,261.3,309.8,309.8,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sing centro,San_Isidro_Diesel,Quillota,diesel,153.1079337,261.3,309.8,309.8,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sur,San_Isidro_Diesel,Quillota,diesel,153.1079337,261.3,309.8,309.8,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona viii region,San_Isidro_Diesel,Quillota,diesel,153.1079337,261.3,309.8,309.8,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona sur centro sing,San_Isidro_Diesel,Quillota,diesel,153.1079337,261.3,309.8,309.8,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona centro,San_Isidro_Diesel,Quillota,diesel,153.1079337,261.3,309.8,309.8,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte sing,San_Isidro_Diesel,Quillota,diesel,153.1079337,261.3,309.8,309.8,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona iv region,San_Isidro_Diesel,Quillota,diesel,153.1079337,261.3,309.8,309.8,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte chico,Proy_Hidro_Temuco-Cautin_32,Temuco-Cautin,Pasada,0,0,323.2,323.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte del sic,Proy_Hidro_Temuco-Cautin_32,Temuco-Cautin,Pasada,0,0,323.2,323.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona norte sic,Proy_Hidro_Temuco-Cautin_32,Temuco-Cautin,Pasada,0,0,323.2,323.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sing centro,Proy_Hidro_Temuco-Cautin_32,Temuco-Cautin,Pasada,0,0,323.2,323.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sur,Proy_Hidro_Temuco-Cautin_32,Temuco-Cautin,Pasada,0,0,323.2,323.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona viii region,Proy_Hidro_Temuco-Cautin_32,Temuco-Cautin,Pasada,0,0,323.2,323.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona sur centro sing,Proy_Hidro_Temuco-Cautin_32,Temuco-Cautin,Pasada,0,0,323.2,323.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona centro,Proy_Hidro_Temuco-Cautin_32,Temuco-Cautin,Pasada,0,0,323.2,323.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte sing,Proy_Hidro_Temuco-Cautin_32,Temuco-Cautin,Pasada,0,0,323.2,323.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona iv region,Proy_Hidro_Temuco-Cautin_32,Temuco-Cautin,Pasada,0,0,323.2,323.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte chico,Rucue,Charrua,Serie,0,0,178.4,125.7000000792,125.7,0.0,125.7,0.0
m2-d19-h18,multiple PV zona norte del sic,Rucue,Charrua,Serie,0,0,178.4,125.7000000792,125.7,0.0,125.7,0.0
m2-d19-h18,multiple Wind zona norte sic,Rucue,Charrua,Serie,0,0,178.4,125.7000000792,125.7,0.0,125.7,0.0
m2-d19-h18,multiple Wind zona sing centro,Rucue,Charrua,Serie,0,0,178.4,125.7000000792,125.7,0.0,125.7,0.0
m2-d19-h18,multiple Wind zona sur,Rucue,Charrua,Serie,0,0,178.4,125.7000000792,125.7,0.0,125.7,0.0
m2-d19-h18,multiple Wind zona viii region,Rucue,Charrua,Serie,0,0,178.4,125.7000000792,125.7,0.0,125.7,0.0
m2-d19-h18,multiple PV zona sur centro sing,Rucue,Charrua,Serie,0,0,178.4,125.7000000792,125.7,0.0,125.7,0.0
m2-d19-h18,multiple PV zona centro,Rucue,Charrua,Serie,0,0,178.4,125.7000000792,125.7,0.0,125.7,0.0
m2-d19-h18,multiple PV zona norte sing,Rucue,Charrua,Serie,0,0,178.4,125.7000000792,125.7,0.0,125.7,0.0
m2-d19-h18,multiple Wind zona iv region,Rucue,Charrua,Serie,0,0,178.4,125.7000000792,125.7,0.0,125.7,0.0
m2-d19-h18,multiple PV zona norte chico,Rucatayo,Rahue,Serie,0,0,55,45.499999985,45.5,0.0,45.5,0.0
m2-d19-h18,multiple PV zona norte del sic,Rucatayo,Rahue,Serie,0,0,55,45.499999985,45.5,0.0,45.5,0.0
m2-d19-h18,multiple Wind zona norte sic,Rucatayo,Rahue,Serie,0,0,55,45.499999985,45.5,0.0,45.5,0.0
m2-d19-h18,multiple Wind zona sing centro,Rucatayo,Rahue,Serie,0,0,55,45.499999985,45.5,0.0,45.5,0.0
m2-d19-h18,multiple Wind zona sur,Rucatayo,Rahue,Serie,0,0,55,45.499999985,45.5,0.0,45.5,0.0
m2-d19-h18,multiple Wind zona viii region,Rucatayo,Rahue,Serie,0,0,55,45.499999985,45.5,0.0,45.5,0.0
m2-d19-h18,multiple PV zona sur centro sing,Rucatayo,Rahue,Serie,0,0,55,45.499999985,45.5,0.0,45.5,0.0
m2-d19-h18,multiple PV zona centro,Rucatayo,Rahue,Serie,0,0,55,45.499999985,45.5,0.0,45.5,0.0
m2-d19-h18,multiple PV zona norte sing,Rucatayo,Rahue,Serie,0,0,55,45.499999985,45.5,0.0,45.5,0.0
m2-d19-h18,multiple Wind zona iv region,Rucatayo,Rahue,Serie,0,0,55,45.499999985,45.5,0.0,45.5,0.0
m2-d19-h18,multiple PV zona norte chico,Juncal,Polpaico,Serie,0,0,32,20.5,20.5,0.0,20.5,0.0
m2-d19-h18,multiple PV zona norte del sic,Juncal,Polpaico,Serie,0,0,32,20.5,20.5,0.0,20.5,0.0
m2-d19-h18,multiple Wind zona norte sic,Juncal,Polpaico,Serie,0,0,32,20.5,20.5,0.0,20.5,0.0
m2-d19-h18,multiple Wind zona sing centro,Juncal,Polpaico,Serie,0,0,32,20.5,20.5,0.0,20.5,0.0
m2-d19-h18,multiple Wind zona sur,Juncal,Polpaico,Serie,0,0,32,20.5,20.5,0.0,20.5,0.0
m2-d19-h18,multiple Wind zona viii region,Juncal,Polpaico,Serie,0,0,32,20.5,20.5,0.0,20.5,0.0
m2-d19-h18,multiple PV zona sur centro sing,Juncal,Polpaico,Serie,0,0,32,20.5,20.5,0.0,20.5,0.0
m2-d19-h18,multiple PV zona centro,Juncal,Polpaico,Serie,0,0,32,20.5,20.5,0.0,20.5,0.0
m2-d19-h18,multiple PV zona norte sing,Juncal,Polpaico,Serie,0,0,32,20.5,20.5,0.0,20.5,0.0
m2-d19-h18,multiple Wind zona iv region,Juncal,Polpaico,Serie,0,0,32,20.5,20.5,0.0,20.5,0.0
m2-d19-h18,multiple PV zona norte chico,CenCharrua_Diesel,Charrua,diesel,237.3878518,0,297.7,297.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte del sic,CenCharrua_Diesel,Charrua,diesel,237.3878518,0,297.7,297.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona norte sic,CenCharrua_Diesel,Charrua,diesel,237.3878518,0,297.7,297.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sing centro,CenCharrua_Diesel,Charrua,diesel,237.3878518,0,297.7,297.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sur,CenCharrua_Diesel,Charrua,diesel,237.3878518,0,297.7,297.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona viii region,CenCharrua_Diesel,Charrua,diesel,237.3878518,0,297.7,297.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona sur centro sing,CenCharrua_Diesel,Charrua,diesel,237.3878518,0,297.7,297.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona centro,CenCharrua_Diesel,Charrua,diesel,237.3878518,0,297.7,297.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte sing,CenCharrua_Diesel,Charrua,diesel,237.3878518,0,297.7,297.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona iv region,CenCharrua_Diesel,Charrua,diesel,237.3878518,0,297.7,297.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte chico,Proy_Wind_Pichirropulli_128,Pichirropulli,Eolico,7,0,151,151,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte del sic,Proy_Wind_Pichirropulli_128,Pichirropulli,Eolico,7,0,151,151,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona norte sic,Proy_Wind_Pichirropulli_128,Pichirropulli,Eolico,7,0,151,151,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sing centro,Proy_Wind_Pichirropulli_128,Pichirropulli,Eolico,7,0,151,151,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sur,Proy_Wind_Pichirropulli_128,Pichirropulli,Eolico,7,0,151,151,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona viii region,Proy_Wind_Pichirropulli_128,Pichirropulli,Eolico,7,0,151,151,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona sur centro sing,Proy_Wind_Pichirropulli_128,Pichirropulli,Eolico,7,0,151,151,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona centro,Proy_Wind_Pichirropulli_128,Pichirropulli,Eolico,7,0,151,151,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte sing,Proy_Wind_Pichirropulli_128,Pichirropulli,Eolico,7,0,151,151,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona iv region,Proy_Wind_Pichirropulli_128,Pichirropulli,Eolico,7,0,151,151,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte chico,Proy_Hidro_Valdivia-Ciruelos_37,Valdivia-Ciruelos,Pasada,0,0,540,540,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte del sic,Proy_Hidro_Valdivia-Ciruelos_37,Valdivia-Ciruelos,Pasada,0,0,540,540,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona norte sic,Proy_Hidro_Valdivia-Ciruelos_37,Valdivia-Ciruelos,Pasada,0,0,540,540,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sing centro,Proy_Hidro_Valdivia-Ciruelos_37,Valdivia-Ciruelos,Pasada,0,0,540,540,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sur,Proy_Hidro_Valdivia-Ciruelos_37,Valdivia-Ciruelos,Pasada,0,0,540,540,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona viii region,Proy_Hidro_Valdivia-Ciruelos_37,Valdivia-Ciruelos,Pasada,0,0,540,540,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona sur centro sing,Proy_Hidro_Valdivia-Ciruelos_37,Valdivia-Ciruelos,Pasada,0,0,540,540,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona centro,Proy_Hidro_Valdivia-Ciruelos_37,Valdivia-Ciruelos,Pasada,0,0,540,540,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte sing,Proy_Hidro_Valdivia-Ciruelos_37,Valdivia-Ciruelos,Pasada,0,0,540,540,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona iv region,Proy_Hidro_Valdivia-Ciruelos_37,Valdivia-Ciruelos,Pasada,0,0,540,540,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte chico,Taltal_01_GNL,Paposo,gnl,121.4172548,74.9,123.2,123.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte del sic,Taltal_01_GNL,Paposo,gnl,121.4172548,74.9,123.2,123.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona norte sic,Taltal_01_GNL,Paposo,gnl,121.4172548,74.9,123.2,123.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sing centro,Taltal_01_GNL,Paposo,gnl,121.4172548,74.9,123.2,123.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sur,Taltal_01_GNL,Paposo,gnl,121.4172548,74.9,123.2,123.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona viii region,Taltal_01_GNL,Paposo,gnl,121.4172548,74.9,123.2,123.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona sur centro sing,Taltal_01_GNL,Paposo,gnl,121.4172548,74.9,123.2,123.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona centro,Taltal_01_GNL,Paposo,gnl,121.4172548,74.9,123.2,123.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte sing,Taltal_01_GNL,Paposo,gnl,121.4172548,74.9,123.2,123.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona iv region,Taltal_01_GNL,Paposo,gnl,121.4172548,74.9,123.2,123.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte chico,CTM3_TG_TV_GNL,Atacama-Mejillones,gnl,79.28376069,152.5,218.5,218.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte del sic,CTM3_TG_TV_GNL,Atacama-Mejillones,gnl,79.28376069,152.5,218.5,218.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona norte sic,CTM3_TG_TV_GNL,Atacama-Mejillones,gnl,79.28376069,152.5,218.5,218.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sing centro,CTM3_TG_TV_GNL,Atacama-Mejillones,gnl,79.28376069,152.5,218.5,218.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sur,CTM3_TG_TV_GNL,Atacama-Mejillones,gnl,79.28376069,152.5,218.5,218.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona viii region,CTM3_TG_TV_GNL,Atacama-Mejillones,gnl,79.28376069,152.5,218.5,218.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona sur centro sing,CTM3_TG_TV_GNL,Atacama-Mejillones,gnl,79.28376069,152.5,218.5,218.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona centro,CTM3_TG_TV_GNL,Atacama-Mejillones,gnl,79.28376069,152.5,218.5,218.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte sing,CTM3_TG_TV_GNL,Atacama-Mejillones,gnl,79.28376069,152.5,218.5,218.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona iv region,CTM3_TG_TV_GNL,Atacama-Mejillones,gnl,79.28376069,152.5,218.5,218.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte chico,Nueva_Renca_FA_GLP,Cerro_Navia-Lo_Aguirre,diesel,136.382702,0,29.3,29.3,0.0,29.3,29.3,29.3
m2-d19-h18,multiple PV zona norte del sic,Nueva_Renca_FA_GLP,Cerro_Navia-Lo_Aguirre,diesel,136.382702,0,29.3,29.3,0.0,29.3,29.3,29.3
m2-d19-h18,multiple Wind zona norte sic,Nueva_Renca_FA_GLP,Cerro_Navia-Lo_Aguirre,diesel,136.382702,0,29.3,29.3,0.0,29.3,29.3,29.3
m2-d19-h18,multiple Wind zona sing centro,Nueva_Renca_FA_GLP,Cerro_Navia-Lo_Aguirre,diesel,136.382702,0,29.3,29.3,0.0,29.3,0.0,0.0
m2-d19-h18,multiple Wind zona sur,Nueva_Renca_FA_GLP,Cerro_Navia-Lo_Aguirre,diesel,136.382702,0,29.3,29.3,0.0,29.3,12.0000000000003,12.0000000000003
m2-d19-h18,multiple Wind zona viii region,Nueva_Renca_FA_GLP,Cerro_Navia-Lo_Aguirre,diesel,136.382702,0,29.3,29.3,0.0,29.3,29.3,29.3
m2-d19-h18,multiple PV zona sur centro sing,Nueva_Renca_FA_GLP,Cerro_Navia-Lo_Aguirre,diesel,136.382702,0,29.3,29.3,0.0,29.3,29.3,29.3
m2-d19-h18,multiple PV zona centro,Nueva_Renca_FA_GLP,Cerro_Navia-Lo_Aguirre,diesel,136.382702,0,29.3,29.3,0.0,29.3,29.3,29.3
m2-d19-h18,multiple PV zona norte sing,Nueva_Renca_FA_GLP,Cerro_Navia-Lo_Aguirre,diesel,136.382702,0,29.3,29.3,0.0,29.3,29.3,29.3
m2-d19-h18,multiple Wind zona iv region,Nueva_Renca_FA_GLP,Cerro_Navia-Lo_Aguirre,diesel,136.382702,0,29.3,29.3,0.0,29.3,29.3,29.3
m2-d19-h18,multiple PV zona norte chico,CenLagunas_Diesel,Lagunas,diesel,202.1571975,0,68.5,68.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte del sic,CenLagunas_Diesel,Lagunas,diesel,202.1571975,0,68.5,68.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona norte sic,CenLagunas_Diesel,Lagunas,diesel,202.1571975,0,68.5,68.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sing centro,CenLagunas_Diesel,Lagunas,diesel,202.1571975,0,68.5,68.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sur,CenLagunas_Diesel,Lagunas,diesel,202.1571975,0,68.5,68.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona viii region,CenLagunas_Diesel,Lagunas,diesel,202.1571975,0,68.5,68.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona sur centro sing,CenLagunas_Diesel,Lagunas,diesel,202.1571975,0,68.5,68.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona centro,CenLagunas_Diesel,Lagunas,diesel,202.1571975,0,68.5,68.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte sing,CenLagunas_Diesel,Lagunas,diesel,202.1571975,0,68.5,68.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona iv region,CenLagunas_Diesel,Lagunas,diesel,202.1571975,0,68.5,68.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte chico,Palmucho,Charrua,Serie,0,0,32,31.0,31.0,0.0,31.0,0.0
m2-d19-h18,multiple PV zona norte del sic,Palmucho,Charrua,Serie,0,0,32,31.0,31.0,0.0,31.0,0.0
m2-d19-h18,multiple Wind zona norte sic,Palmucho,Charrua,Serie,0,0,32,31.0,31.0,0.0,31.0,0.0
m2-d19-h18,multiple Wind zona sing centro,Palmucho,Charrua,Serie,0,0,32,31.0,31.0,0.0,31.0,0.0
m2-d19-h18,multiple Wind zona sur,Palmucho,Charrua,Serie,0,0,32,31.0,31.0,0.0,31.0,0.0
m2-d19-h18,multiple Wind zona viii region,Palmucho,Charrua,Serie,0,0,32,31.0,31.0,0.0,31.0,0.0
m2-d19-h18,multiple PV zona sur centro sing,Palmucho,Charrua,Serie,0,0,32,31.0,31.0,0.0,31.0,0.0
m2-d19-h18,multiple PV zona centro,Palmucho,Charrua,Serie,0,0,32,31.0,31.0,0.0,31.0,0.0
m2-d19-h18,multiple PV zona norte sing,Palmucho,Charrua,Serie,0,0,32,31.0,31.0,0.0,31.0,0.0
m2-d19-h18,multiple Wind zona iv region,Palmucho,Charrua,Serie,0,0,32,31.0,31.0,0.0,31.0,0.0
m2-d19-h18,multiple PV zona norte chico,Pasada_Puerto_Montt,Puerto_Montt,Pasada,0,0,15.6,4.600000002,4.6,0.0,4.6,0.0
m2-d19-h18,multiple PV zona norte del sic,Pasada_Puerto_Montt,Puerto_Montt,Pasada,0,0,15.6,4.600000002,4.6,0.0,4.6,0.0
m2-d19-h18,multiple Wind zona norte sic,Pasada_Puerto_Montt,Puerto_Montt,Pasada,0,0,15.6,4.600000002,4.6,0.0,4.6,0.0
m2-d19-h18,multiple Wind zona sing centro,Pasada_Puerto_Montt,Puerto_Montt,Pasada,0,0,15.6,4.600000002,4.6,0.0,4.6,0.0
m2-d19-h18,multiple Wind zona sur,Pasada_Puerto_Montt,Puerto_Montt,Pasada,0,0,15.6,4.600000002,4.6,0.0,4.6,0.0
m2-d19-h18,multiple Wind zona viii region,Pasada_Puerto_Montt,Puerto_Montt,Pasada,0,0,15.6,4.600000002,4.6,0.0,4.6,0.0
m2-d19-h18,multiple PV zona sur centro sing,Pasada_Puerto_Montt,Puerto_Montt,Pasada,0,0,15.6,4.600000002,4.6,0.0,4.6,0.0
m2-d19-h18,multiple PV zona centro,Pasada_Puerto_Montt,Puerto_Montt,Pasada,0,0,15.6,4.600000002,4.6,0.0,4.6,0.0
m2-d19-h18,multiple PV zona norte sing,Pasada_Puerto_Montt,Puerto_Montt,Pasada,0,0,15.6,4.600000002,4.6,0.0,4.6,0.0
m2-d19-h18,multiple Wind zona iv region,Pasada_Puerto_Montt,Puerto_Montt,Pasada,0,0,15.6,4.600000002,4.6,0.0,4.6,0.0
m2-d19-h18,multiple PV zona norte chico,Colmito_Diesel,Quillota,diesel,187.2475913,24.9,57.7,57.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte del sic,Colmito_Diesel,Quillota,diesel,187.2475913,24.9,57.7,57.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona norte sic,Colmito_Diesel,Quillota,diesel,187.2475913,24.9,57.7,57.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sing centro,Colmito_Diesel,Quillota,diesel,187.2475913,24.9,57.7,57.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sur,Colmito_Diesel,Quillota,diesel,187.2475913,24.9,57.7,57.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona viii region,Colmito_Diesel,Quillota,diesel,187.2475913,24.9,57.7,57.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona sur centro sing,Colmito_Diesel,Quillota,diesel,187.2475913,24.9,57.7,57.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona centro,Colmito_Diesel,Quillota,diesel,187.2475913,24.9,57.7,57.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte sing,Colmito_Diesel,Quillota,diesel,187.2475913,24.9,57.7,57.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona iv region,Colmito_Diesel,Quillota,diesel,187.2475913,24.9,57.7,57.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte chico,CenCardones_Diesel,Cardones,diesel,204.9867613,0,95.3,95.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte del sic,CenCardones_Diesel,Cardones,diesel,204.9867613,0,95.3,95.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona norte sic,CenCardones_Diesel,Cardones,diesel,204.9867613,0,95.3,95.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sing centro,CenCardones_Diesel,Cardones,diesel,204.9867613,0,95.3,95.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sur,CenCardones_Diesel,Cardones,diesel,204.9867613,0,95.3,95.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona viii region,CenCardones_Diesel,Cardones,diesel,204.9867613,0,95.3,95.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona sur centro sing,CenCardones_Diesel,Cardones,diesel,204.9867613,0,95.3,95.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona centro,CenCardones_Diesel,Cardones,diesel,204.9867613,0,95.3,95.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte sing,CenCardones_Diesel,Cardones,diesel,204.9867613,0,95.3,95.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona iv region,CenCardones_Diesel,Cardones,diesel,204.9867613,0,95.3,95.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte chico,Pasada_Alto_Jahuel,Alto_Jahuel,Pasada,0,0,463,412.599999804,412.6,0.0,412.6,0.0
m2-d19-h18,multiple PV zona norte del sic,Pasada_Alto_Jahuel,Alto_Jahuel,Pasada,0,0,463,412.599999804,412.6,0.0,412.6,0.0
m2-d19-h18,multiple Wind zona norte sic,Pasada_Alto_Jahuel,Alto_Jahuel,Pasada,0,0,463,412.599999804,412.6,0.0,412.6,0.0
m2-d19-h18,multiple Wind zona sing centro,Pasada_Alto_Jahuel,Alto_Jahuel,Pasada,0,0,463,412.599999804,412.6,0.0,412.6,0.0
m2-d19-h18,multiple Wind zona sur,Pasada_Alto_Jahuel,Alto_Jahuel,Pasada,0,0,463,412.599999804,412.6,0.0,412.6,0.0
m2-d19-h18,multiple Wind zona viii region,Pasada_Alto_Jahuel,Alto_Jahuel,Pasada,0,0,463,412.599999804,412.6,0.0,412.6,0.0
m2-d19-h18,multiple PV zona sur centro sing,Pasada_Alto_Jahuel,Alto_Jahuel,Pasada,0,0,463,412.599999804,412.6,0.0,412.6,0.0
m2-d19-h18,multiple PV zona centro,Pasada_Alto_Jahuel,Alto_Jahuel,Pasada,0,0,463,412.599999804,412.6,0.0,412.6,0.0
m2-d19-h18,multiple PV zona norte sing,Pasada_Alto_Jahuel,Alto_Jahuel,Pasada,0,0,463,412.599999804,412.6,0.0,412.6,0.0
m2-d19-h18,multiple Wind zona iv region,Pasada_Alto_Jahuel,Alto_Jahuel,Pasada,0,0,463,412.599999804,412.6,0.0,412.6,0.0
m2-d19-h18,multiple PV zona norte chico,CC1_Diesel,Atacama-Mejillones,diesel,135.3642864,201.5,325.5,325.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte del sic,CC1_Diesel,Atacama-Mejillones,diesel,135.3642864,201.5,325.5,325.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona norte sic,CC1_Diesel,Atacama-Mejillones,diesel,135.3642864,201.5,325.5,325.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sing centro,CC1_Diesel,Atacama-Mejillones,diesel,135.3642864,201.5,325.5,325.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sur,CC1_Diesel,Atacama-Mejillones,diesel,135.3642864,201.5,325.5,325.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona viii region,CC1_Diesel,Atacama-Mejillones,diesel,135.3642864,201.5,325.5,325.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona sur centro sing,CC1_Diesel,Atacama-Mejillones,diesel,135.3642864,201.5,325.5,325.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona centro,CC1_Diesel,Atacama-Mejillones,diesel,135.3642864,201.5,325.5,325.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte sing,CC1_Diesel,Atacama-Mejillones,diesel,135.3642864,201.5,325.5,325.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona iv region,CC1_Diesel,Atacama-Mejillones,diesel,135.3642864,201.5,325.5,325.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte chico,Proy_Carbon_Cardones,Cardones,coal,35.5,0,2000,2000,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte del sic,Proy_Carbon_Cardones,Cardones,coal,35.5,0,2000,2000,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona norte sic,Proy_Carbon_Cardones,Cardones,coal,35.5,0,2000,2000,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sing centro,Proy_Carbon_Cardones,Cardones,coal,35.5,0,2000,2000,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sur,Proy_Carbon_Cardones,Cardones,coal,35.5,0,2000,2000,0.0,0.0,0.0,0.0
