Escenario,Falla,Generador,barra,tipo,Cvar,Pmin,Pmax,Pmax_eff,PG_0,RES_UP,PG_S,DPG
m2-d19-h18,multiple PV zona norte sing,ANG_I,Los_Changos-Kapatur,coal,41.6208974,121.7,239.7,239.7,121.7,118.0,121.7,0.0
m2-d19-h18,multiple Wind zona iv region,ANG_I,Los_Changos-Kapatur,coal,41.6208974,121.7,239.7,239.7,121.7,118.0,121.7,0.0
m2-d19-h18,multiple PV zona norte chico,CenCharrua_Biomass_2,Charrua,biomass,64.12,0,53.5,53.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte del sic,CenCharrua_Biomass_2,Charrua,biomass,64.12,0,53.5,53.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona norte sic,CenCharrua_Biomass_2,Charrua,biomass,64.12,0,53.5,53.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sing centro,CenCharrua_Biomass_2,Charrua,biomass,64.12,0,53.5,53.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sur,CenCharrua_Biomass_2,Charrua,biomass,64.12,0,53.5,53.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona viii region,CenCharrua_Biomass_2,Charrua,biomass,64.12,0,53.5,53.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona sur centro sing,CenCharrua_Biomass_2,Charrua,biomass,64.12,0,53.5,53.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona centro,CenCharrua_Biomass_2,Charrua,biomass,64.12,0,53.5,53.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte sing,CenCharrua_Biomass_2,Charrua,biomass,64.12,0,53.5,53.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona iv region,CenCharrua_Biomass_2,Charrua,biomass,64.12,0,53.5,53.5,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte chico,CenCharrua_Biomass_3,Charrua,biomass,166.73,0,35.3,35.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte del sic,CenCharrua_Biomass_3,Charrua,biomass,166.73,0,35.3,35.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona norte sic,CenCharrua_Biomass_3,Charrua,biomass,166.73,0,35.3,35.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sing centro,CenCharrua_Biomass_3,Charrua,biomass,166.73,0,35.3,35.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sur,CenCharrua_Biomass_3,Charrua,biomass,166.73,0,35.3,35.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona viii region,CenCharrua_Biomass_3,Charrua,biomass,166.73,0,35.3,35.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona sur centro sing,CenCharrua_Biomass_3,Charrua,biomass,166.73,0,35.3,35.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona centro,CenCharrua_Biomass_3,Charrua,biomass,166.73,0,35.3,35.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte sing,CenCharrua_Biomass_3,Charrua,biomass,166.73,0,35.3,35.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona iv region,CenCharrua_Biomass_3,Charrua,biomass,166.73,0,35.3,35.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte chico,Robleria,Itahue,Serie,0,0,4,0,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte del sic,Robleria,Itahue,Serie,0,0,4,0,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona norte sic,Robleria,Itahue,Serie,0,0,4,0,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sing centro,Robleria,Itahue,Serie,0,0,4,0,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sur,Robleria,Itahue,Serie,0,0,4,0,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona viii region,Robleria,Itahue,Serie,0,0,4,0,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona sur centro sing,Robleria,Itahue,Serie,0,0,4,0,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona centro,Robleria,Itahue,Serie,0,0,4,0,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte sing,Robleria,Itahue,Serie,0,0,4,0,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona iv region,Robleria,Itahue,Serie,0,0,4,0,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte chico,CenItahue_Biomass_3,Itahue,biomass,143.75,0,3,3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte del sic,CenItahue_Biomass_3,Itahue,biomass,143.75,0,3,3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona norte sic,CenItahue_Biomass_3,Itahue,biomass,143.75,0,3,3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sing centro,CenItahue_Biomass_3,Itahue,biomass,143.75,0,3,3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sur,CenItahue_Biomass_3,Itahue,biomass,143.75,0,3,3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona viii region,CenItahue_Biomass_3,Itahue,biomass,143.75,0,3,3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona sur centro sing,CenItahue_Biomass_3,Itahue,biomass,143.75,0,3,3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona centro,CenItahue_Biomass_3,Itahue,biomass,143.75,0,3,3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte sing,CenItahue_Biomass_3,Itahue,biomass,143.75,0,3,3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona iv region,CenItahue_Biomass_3,Itahue,biomass,143.75,0,3,3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte chico,SanPedro,Valdivia-Ciruelos,Pasada,0,0,170,41.00000007,41.0,0.0,41.0,0.0
m2-d19-h18,multiple PV zona norte del sic,SanPedro,Valdivia-Ciruelos,Pasada,0,0,170,41.00000007,41.0,0.0,41.0,0.0
m2-d19-h18,multiple Wind zona norte sic,SanPedro,Valdivia-Ciruelos,Pasada,0,0,170,41.00000007,41.0,0.0,41.0,0.0
m2-d19-h18,multiple Wind zona sing centro,SanPedro,Valdivia-Ciruelos,Pasada,0,0,170,41.00000007,41.0,0.0,41.0,0.0
m2-d19-h18,multiple Wind zona sur,SanPedro,Valdivia-Ciruelos,Pasada,0,0,170,41.00000007,41.0,0.0,41.0,0.0
m2-d19-h18,multiple Wind zona viii region,SanPedro,Valdivia-Ciruelos,Pasada,0,0,170,41.00000007,41.0,0.0,41.0,0.0
m2-d19-h18,multiple PV zona sur centro sing,SanPedro,Valdivia-Ciruelos,Pasada,0,0,170,41.00000007,41.0,0.0,41.0,0.0
m2-d19-h18,multiple PV zona centro,SanPedro,Valdivia-Ciruelos,Pasada,0,0,170,41.00000007,41.0,0.0,41.0,0.0
m2-d19-h18,multiple PV zona norte sing,SanPedro,Valdivia-Ciruelos,Pasada,0,0,170,41.00000007,41.0,0.0,41.0,0.0
m2-d19-h18,multiple Wind zona iv region,SanPedro,Valdivia-Ciruelos,Pasada,0,0,170,41.00000007,41.0,0.0,41.0,0.0
m2-d19-h18,multiple PV zona norte chico,Proy_Hidro_Charrua_23,Charrua,Pasada,0,0,401.8,401.8,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte del sic,Proy_Hidro_Charrua_23,Charrua,Pasada,0,0,401.8,401.8,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona norte sic,Proy_Hidro_Charrua_23,Charrua,Pasada,0,0,401.8,401.8,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sing centro,Proy_Hidro_Charrua_23,Charrua,Pasada,0,0,401.8,401.8,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sur,Proy_Hidro_Charrua_23,Charrua,Pasada,0,0,401.8,401.8,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona viii region,Proy_Hidro_Charrua_23,Charrua,Pasada,0,0,401.8,401.8,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona sur centro sing,Proy_Hidro_Charrua_23,Charrua,Pasada,0,0,401.8,401.8,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona centro,Proy_Hidro_Charrua_23,Charrua,Pasada,0,0,401.8,401.8,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte sing,Proy_Hidro_Charrua_23,Charrua,Pasada,0,0,401.8,401.8,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona iv region,Proy_Hidro_Charrua_23,Charrua,Pasada,0,0,401.8,401.8,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte chico,Pasada_Rahue,Rahue,Pasada,0,0,67.2,15.500000006400002,15.5,0.0,15.5,0.0
m2-d19-h18,multiple PV zona norte del sic,Pasada_Rahue,Rahue,Pasada,0,0,67.2,15.500000006400002,15.5,0.0,15.5,0.0
m2-d19-h18,multiple Wind zona norte sic,Pasada_Rahue,Rahue,Pasada,0,0,67.2,15.500000006400002,15.5,0.0,15.5,0.0
m2-d19-h18,multiple Wind zona sing centro,Pasada_Rahue,Rahue,Pasada,0,0,67.2,15.500000006400002,15.5,0.0,15.5,0.0
m2-d19-h18,multiple Wind zona sur,Pasada_Rahue,Rahue,Pasada,0,0,67.2,15.500000006400002,15.5,0.0,15.5,0.0
m2-d19-h18,multiple Wind zona viii region,Pasada_Rahue,Rahue,Pasada,0,0,67.2,15.500000006400002,15.5,0.0,15.5,0.0
m2-d19-h18,multiple PV zona sur centro sing,Pasada_Rahue,Rahue,Pasada,0,0,67.2,15.500000006400002,15.5,0.0,15.5,0.0
m2-d19-h18,multiple PV zona centro,Pasada_Rahue,Rahue,Pasada,0,0,67.2,15.500000006400002,15.5,0.0,15.5,0.0
m2-d19-h18,multiple PV zona norte sing,Pasada_Rahue,Rahue,Pasada,0,0,67.2,15.500000006400002,15.5,0.0,15.5,0.0
m2-d19-h18,multiple Wind zona iv region,Pasada_Rahue,Rahue,Pasada,0,0,67.2,15.500000006400002,15.5,0.0,15.5,0.0
m2-d19-h18,multiple PV zona norte chico,ex_wind_Rapel_220,Rapel_220,Eolico,7,0,17.6,15.200000006400002,15.2,0.0,15.2,0.0
m2-d19-h18,multiple PV zona norte del sic,ex_wind_Rapel_220,Rapel_220,Eolico,7,0,17.6,15.200000006400002,15.2,0.0,15.2,0.0
m2-d19-h18,multiple Wind zona norte sic,ex_wind_Rapel_220,Rapel_220,Eolico,7,0,17.6,15.200000006400002,15.2,0.0,15.2,0.0
m2-d19-h18,multiple Wind zona sing centro,ex_wind_Rapel_220,Rapel_220,Eolico,7,0,17.6,15.200000006400002,15.2,0.0,15.2,0.0
m2-d19-h18,multiple Wind zona sur,ex_wind_Rapel_220,Rapel_220,Eolico,7,0,17.6,15.200000006400002,15.2,0.0,15.2,0.0
m2-d19-h18,multiple Wind zona viii region,ex_wind_Rapel_220,Rapel_220,Eolico,7,0,17.6,15.200000006400002,15.2,0.0,15.2,0.0
m2-d19-h18,multiple PV zona sur centro sing,ex_wind_Rapel_220,Rapel_220,Eolico,7,0,17.6,15.200000006400002,15.2,0.0,15.2,0.0
m2-d19-h18,multiple PV zona centro,ex_wind_Rapel_220,Rapel_220,Eolico,7,0,17.6,15.200000006400002,15.2,0.0,15.2,0.0
m2-d19-h18,multiple PV zona norte sing,ex_wind_Rapel_220,Rapel_220,Eolico,7,0,17.6,15.200000006400002,15.2,0.0,15.2,0.0
m2-d19-h18,multiple Wind zona iv region,ex_wind_Rapel_220,Rapel_220,Eolico,7,0,17.6,15.200000006400002,15.2,0.0,15.2,0.0
m2-d19-h18,multiple PV zona norte chico,CenAtacama-Mejillones_Diesel,Atacama-Mejillones,diesel,188.4165432,0,12.3,12.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte del sic,CenAtacama-Mejillones_Diesel,Atacama-Mejillones,diesel,188.4165432,0,12.3,12.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona norte sic,CenAtacama-Mejillones_Diesel,Atacama-Mejillones,diesel,188.4165432,0,12.3,12.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sing centro,CenAtacama-Mejillones_Diesel,Atacama-Mejillones,diesel,188.4165432,0,12.3,12.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sur,CenAtacama-Mejillones_Diesel,Atacama-Mejillones,diesel,188.4165432,0,12.3,12.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona viii region,CenAtacama-Mejillones_Diesel,Atacama-Mejillones,diesel,188.4165432,0,12.3,12.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona sur centro sing,CenAtacama-Mejillones_Diesel,Atacama-Mejillones,diesel,188.4165432,0,12.3,12.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona centro,CenAtacama-Mejillones_Diesel,Atacama-Mejillones,diesel,188.4165432,0,12.3,12.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte sing,CenAtacama-Mejillones_Diesel,Atacama-Mejillones,diesel,188.4165432,0,12.3,12.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona iv region,CenAtacama-Mejillones_Diesel,Atacama-Mejillones,diesel,188.4165432,0,12.3,12.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte chico,Pehuenche,Ancoa_220,Embalse,0,120,570,139.99999995000002,140.0,0.0,140.0,0.0
m2-d19-h18,multiple PV zona norte del sic,Pehuenche,Ancoa_220,Embalse,0,120,570,139.99999995000002,140.0,0.0,140.0,0.0
m2-d19-h18,multiple Wind zona norte sic,Pehuenche,Ancoa_220,Embalse,0,120,570,139.99999995000002,140.0,0.0,140.0,0.0
m2-d19-h18,multiple Wind zona sing centro,Pehuenche,Ancoa_220,Embalse,0,120,570,139.99999995000002,140.0,0.0,140.0,0.0
m2-d19-h18,multiple Wind zona sur,Pehuenche,Ancoa_220,Embalse,0,120,570,139.99999995000002,140.0,0.0,140.0,0.0
m2-d19-h18,multiple Wind zona viii region,Pehuenche,Ancoa_220,Embalse,0,120,570,139.99999995000002,140.0,0.0,140.0,0.0
m2-d19-h18,multiple PV zona sur centro sing,Pehuenche,Ancoa_220,Embalse,0,120,570,139.99999995000002,140.0,0.0,140.0,0.0
m2-d19-h18,multiple PV zona centro,Pehuenche,Ancoa_220,Embalse,0,120,570,139.99999995000002,140.0,0.0,140.0,0.0
m2-d19-h18,multiple PV zona norte sing,Pehuenche,Ancoa_220,Embalse,0,120,570,139.99999995000002,140.0,0.0,140.0,0.0
m2-d19-h18,multiple Wind zona iv region,Pehuenche,Ancoa_220,Embalse,0,120,570,139.99999995000002,140.0,0.0,140.0,0.0
m2-d19-h18,multiple PV zona norte chico,Rapel,Rapel_220,Embalse,0,40,375,172.99999987500001,173.0,0.0,173.0,0.0
m2-d19-h18,multiple PV zona norte del sic,Rapel,Rapel_220,Embalse,0,40,375,172.99999987500001,173.0,0.0,173.0,0.0
m2-d19-h18,multiple Wind zona norte sic,Rapel,Rapel_220,Embalse,0,40,375,172.99999987500001,173.0,0.0,173.0,0.0
m2-d19-h18,multiple Wind zona sing centro,Rapel,Rapel_220,Embalse,0,40,375,172.99999987500001,173.0,0.0,173.0,0.0
m2-d19-h18,multiple Wind zona sur,Rapel,Rapel_220,Embalse,0,40,375,172.99999987500001,173.0,0.0,173.0,0.0
m2-d19-h18,multiple Wind zona viii region,Rapel,Rapel_220,Embalse,0,40,375,172.99999987500001,173.0,0.0,173.0,0.0
m2-d19-h18,multiple PV zona sur centro sing,Rapel,Rapel_220,Embalse,0,40,375,172.99999987500001,173.0,0.0,173.0,0.0
m2-d19-h18,multiple PV zona centro,Rapel,Rapel_220,Embalse,0,40,375,172.99999987500001,173.0,0.0,173.0,0.0
m2-d19-h18,multiple PV zona norte sing,Rapel,Rapel_220,Embalse,0,40,375,172.99999987500001,173.0,0.0,173.0,0.0
m2-d19-h18,multiple Wind zona iv region,Rapel,Rapel_220,Embalse,0,40,375,172.99999987500001,173.0,0.0,173.0,0.0
m2-d19-h18,multiple PV zona norte chico,Taltal_02_Diesel,Paposo,diesel,182.4647525,74.9,109.8,109.8,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte del sic,Taltal_02_Diesel,Paposo,diesel,182.4647525,74.9,109.8,109.8,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona norte sic,Taltal_02_Diesel,Paposo,diesel,182.4647525,74.9,109.8,109.8,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sing centro,Taltal_02_Diesel,Paposo,diesel,182.4647525,74.9,109.8,109.8,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sur,Taltal_02_Diesel,Paposo,diesel,182.4647525,74.9,109.8,109.8,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona viii region,Taltal_02_Diesel,Paposo,diesel,182.4647525,74.9,109.8,109.8,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona sur centro sing,Taltal_02_Diesel,Paposo,diesel,182.4647525,74.9,109.8,109.8,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona centro,Taltal_02_Diesel,Paposo,diesel,182.4647525,74.9,109.8,109.8,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte sing,Taltal_02_Diesel,Paposo,diesel,182.4647525,74.9,109.8,109.8,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona iv region,Taltal_02_Diesel,Paposo,diesel,182.4647525,74.9,109.8,109.8,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte chico,KELAR_2TG_TV_GNL,Los_Changos-Kapatur,gnl,78.884,211.7,529.2,529.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte del sic,KELAR_2TG_TV_GNL,Los_Changos-Kapatur,gnl,78.884,211.7,529.2,529.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona norte sic,KELAR_2TG_TV_GNL,Los_Changos-Kapatur,gnl,78.884,211.7,529.2,529.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sing centro,KELAR_2TG_TV_GNL,Los_Changos-Kapatur,gnl,78.884,211.7,529.2,529.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sur,KELAR_2TG_TV_GNL,Los_Changos-Kapatur,gnl,78.884,211.7,529.2,529.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona viii region,KELAR_2TG_TV_GNL,Los_Changos-Kapatur,gnl,78.884,211.7,529.2,529.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona sur centro sing,KELAR_2TG_TV_GNL,Los_Changos-Kapatur,gnl,78.884,211.7,529.2,529.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona centro,KELAR_2TG_TV_GNL,Los_Changos-Kapatur,gnl,78.884,211.7,529.2,529.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte sing,KELAR_2TG_TV_GNL,Los_Changos-Kapatur,gnl,78.884,211.7,529.2,529.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona iv region,KELAR_2TG_TV_GNL,Los_Changos-Kapatur,gnl,78.884,211.7,529.2,529.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte chico,Proy_Hidro_Rapel_220_1,Rapel_220,Pasada,0,0,197.2,197.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte del sic,Proy_Hidro_Rapel_220_1,Rapel_220,Pasada,0,0,197.2,197.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona norte sic,Proy_Hidro_Rapel_220_1,Rapel_220,Pasada,0,0,197.2,197.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sing centro,Proy_Hidro_Rapel_220_1,Rapel_220,Pasada,0,0,197.2,197.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sur,Proy_Hidro_Rapel_220_1,Rapel_220,Pasada,0,0,197.2,197.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona viii region,Proy_Hidro_Rapel_220_1,Rapel_220,Pasada,0,0,197.2,197.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona sur centro sing,Proy_Hidro_Rapel_220_1,Rapel_220,Pasada,0,0,197.2,197.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona centro,Proy_Hidro_Rapel_220_1,Rapel_220,Pasada,0,0,197.2,197.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte sing,Proy_Hidro_Rapel_220_1,Rapel_220,Pasada,0,0,197.2,197.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona iv region,Proy_Hidro_Rapel_220_1,Rapel_220,Pasada,0,0,197.2,197.2,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte chico,Proy_Hidro_Temuco-Cautin_29,Temuco-Cautin,Pasada,0,0,779.3,779.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte del sic,Proy_Hidro_Temuco-Cautin_29,Temuco-Cautin,Pasada,0,0,779.3,779.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona norte sic,Proy_Hidro_Temuco-Cautin_29,Temuco-Cautin,Pasada,0,0,779.3,779.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sing centro,Proy_Hidro_Temuco-Cautin_29,Temuco-Cautin,Pasada,0,0,779.3,779.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sur,Proy_Hidro_Temuco-Cautin_29,Temuco-Cautin,Pasada,0,0,779.3,779.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona viii region,Proy_Hidro_Temuco-Cautin_29,Temuco-Cautin,Pasada,0,0,779.3,779.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona sur centro sing,Proy_Hidro_Temuco-Cautin_29,Temuco-Cautin,Pasada,0,0,779.3,779.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona centro,Proy_Hidro_Temuco-Cautin_29,Temuco-Cautin,Pasada,0,0,779.3,779.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte sing,Proy_Hidro_Temuco-Cautin_29,Temuco-Cautin,Pasada,0,0,779.3,779.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona iv region,Proy_Hidro_Temuco-Cautin_29,Temuco-Cautin,Pasada,0,0,779.3,779.3,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte chico,San_Isidro_GNL,Quillota,gnl,98.29425544,261.3,373.7,373.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte del sic,San_Isidro_GNL,Quillota,gnl,98.29425544,261.3,373.7,373.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona norte sic,San_Isidro_GNL,Quillota,gnl,98.29425544,261.3,373.7,373.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sing centro,San_Isidro_GNL,Quillota,gnl,98.29425544,261.3,373.7,373.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona sur,San_Isidro_GNL,Quillota,gnl,98.29425544,261.3,373.7,373.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona viii region,San_Isidro_GNL,Quillota,gnl,98.29425544,261.3,373.7,373.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona sur centro sing,San_Isidro_GNL,Quillota,gnl,98.29425544,261.3,373.7,373.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona centro,San_Isidro_GNL,Quillota,gnl,98.29425544,261.3,373.7,373.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte sing,San_Isidro_GNL,Quillota,gnl,98.29425544,261.3,373.7,373.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple Wind zona iv region,San_Isidro_GNL,Quillota,gnl,98.29425544,261.3,373.7,373.7,0.0,0.0,0.0,0.0
m2-d19-h18,multiple PV zona norte chico,ex_wind_Charrua,Charrua,Eolico,7,0,438.2,17.700000073,17.7,0.0,17.7,0.0
m2-d19-h18,multiple PV zona norte del sic,ex_wind_Charrua,Charrua,Eolico,7,0,438.2,17.700000073,17.7,0.0,17.7,0.0
m2-d19-h18,multiple Wind zona norte sic,ex_wind_Charrua,Charrua,Eolico,7,0,438.2,17.700000073,17.7,0.0,17.7,0.0
m2-d19-h18,multiple Wind zona sing centro,ex_wind_Charrua,Charrua,Eolico,7,0,438.2,17.700000073,17.7,0.0,17.7,0.0
m2-d19-h18,multiple Wind zona sur,ex_wind_Charrua,Charrua,Eolico,7,0,438.2,17.700000073,17.7,0.0,17.7,0.0
m2-d19-h18,multiple Wind zona viii region,ex_wind_Charrua,Charrua,Eolico,7,0,438.2,17.700000073,17.7,0.0,3.54,-14.16
m2-d19-h18,multiple PV zona sur centro sing,ex_wind_Charrua,Charrua,Eolico,7,0,438.2,17.700000073,17.7,0.0,17.7,0.0
m2-d19-h18,multiple PV zona centro,ex_wind_Charrua,Charrua,Eolico,7,0,438.2,17.700000073,17.7,0.0,17.7,0.0
m2-d19-h18,multiple PV zona norte sing,ex_wind_Charrua,Charrua,Eolico,7,0,438.2,17.700000073,17.7,0.0,17.7,0.0
m2-d19-h18,multiple Wind zona iv region,ex_wind_Charrua,Charrua,Eolico,7,0,438.2,17.700000073,17.7,0.0,17.7,0.0
m2-d19-h18,multiple PV zona norte chico,Nueva_Ventanas,Nogales,coal,40.0961167,97.8,241.8,241.8,241.8,0.0,241.8,0.0
m2-d19-h18,multiple PV zona norte del sic,Nueva_Ventanas,Nogales,coal,40.0961167,97.8,241.8,241.8,241.8,0.0,241.8,0.0
m2-d19-h18,multiple Wind zona norte sic,Nueva_Ventanas,Nogales,coal,40.0961167,97.8,241.8,241.8,241.8,0.0,241.8,0.0
m2-d19-h18,multiple Wind zona sing centro,Nueva_Ventanas,Nogales,coal,40.0961167,97.8,241.8,241.8,241.8,0.0,241.8,0.0
m2-d19-h18,multiple Wind zona sur,Nueva_Ventanas,Nogales,coal,40.0961167,97.8,241.8,241.8,241.8,0.0,241.8,0.0
m2-d19-h18,multiple Wind zona viii region,Nueva_Ventanas,Nogales,coal,40.0961167,97.8,241.8,241.8,241.8,0.0,241.8,0.0
m2-d19-h18,multiple PV zona sur centro sing,Nueva_Ventanas,Nogales,coal,40.0961167,97.8,241.8,241.8,241.8,0.0,241.8,0.0
m2-d19-h18,multiple PV zona centro,Nueva_Ventanas,Nogales,coal,40.0961167,97.8,241.8,241.8,241.8,0.0,241.8,0.0
m2-d19-h18,multiple PV zona norte sing,Nueva_Ventanas,Nogales,coal,40.0961167,97.8,241.8,241.8,241.8,0.0,241.8,0.0
m2-d19-h18,multiple Wind zona iv region,Nueva_Ventanas,Nogales,coal,40.0961167,97.8,241.8,241.8,241.8,0.0,241.8,0.0
m2-d19-h18,multiple PV zona norte chico,CTA,Atacama-Mejillones,coal,39.2032079,83.8,148.8,148.8,148.8,0.0,148.8,0.0
m2-d19-h18,multiple PV zona norte del sic,CTA,Atacama-Mejillones,coal,39.2032079,83.8,148.8,148.8,148.8,0.0,148.8,0.0
m2-d19-h18,multiple Wind zona norte sic,CTA,Atacama-Mejillones,coal,39.2032079,83.8,148.8,148.8,148.8,0.0,148.8,0.0
